Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioSample Strain 	Assembly Level	Assembly Type	Assembly Stats Number of Contigs
GCF_020616555.1	Streptomyces longhuiensis	2880933	BH-MK-02	Complete Genome	haploid	2
GCF_035917115.1	Streptomyces longwoodensis	68231	NBC_00540	Complete Genome	haploid	1
GCF_036346085.1	Streptomyces longwoodensis	68231	NBC_00541	Complete Genome	haploid	1
GCF_036347155.1	Streptomyces longwoodensis	68231	NBC_00735	Complete Genome	haploid	3
GCF_003054555.1	Streptomyces lunaelactis	1535768	MM109	Complete Genome	haploid	3
GCF_031679605.1	Streptomyces luomodiensis	3026192	SCA4-21	Complete Genome	haploid	1
GCF_036243495.1	Streptomyces luteogriseus	68233	NBC_00711	Complete Genome	haploid	1
GCF_036347215.1	Streptomyces luteogriseus	68233	NBC_00712	Complete Genome	haploid	1
GCF_003970715.1	Streptomyces luteoverticillatus	66425	CGMCC 15060	Complete Genome	haploid	1
GCF_023702105.1	Streptomyces lydicamycinicus	1546107	MMS22-DDSA8	Complete Genome	haploid	1
GCF_001984445.1	Streptomyces lydicus	47763	GS93	Complete Genome	haploid	1
GCF_001729485.1	Streptomyces lydicus	47763	103	Complete Genome	haploid	1
GCF_003994375.1	Streptomyces lydicus	47763	WYEC 108	Complete Genome	haploid	1
GCF_020790115.1	Streptomyces lydicus	47763	M01	Complete Genome	haploid	1
GCF_036207985.1	Streptomyces lydicus	47763	NBC_00722	Complete Genome	haploid	1
GCF_002591335.1	Streptomyces malaysiensis	92644	DSM 4137	Complete Genome	haploid	2
GCF_006974005.1	Streptomyces malaysiensis	92644	DSM 4137	Complete Genome	haploid	1
GCF_033547115.1	Streptomyces malaysiensis	92644	NA3722	Complete Genome	haploid	1
GCF_002128305.1	Streptomyces marincola	2878388	SCSIO 03032	Complete Genome	haploid	1
GCF_020410765.1	Streptomyces marincola	2878388	SCSIO 64649	Complete Genome	haploid	1
GCF_036226805.1	Streptomyces melanogenes	67326	NBC_00668	Complete Genome	haploid	3
GCF_013364315.1	Streptomyces microflavus	1919	NA06532	Complete Genome	haploid	3
GCF_035917435.1	Streptomyces microflavus	1919	NBC 01798	Complete Genome	haploid	1
GCF_036010585.1	Streptomyces microflavus	1919	NBC_01194	Complete Genome	haploid	2
GCF_036227005.1	Streptomyces microflavus	1919	NBC 01684	Complete Genome	haploid	1
GCF_036227025.1	Streptomyces microflavus	1919	NBC 01683	Complete Genome	haploid	1
GCF_036237355.1	Streptomyces microflavus	1919	NBC_01346	Complete Genome	haploid	1
GCF_000385945.1	Streptomyces microflavus DSM 40593	1303692	DSM 40593	Complete Genome	haploid	1
GCF_025908395.1	Streptomyces milbemycinicus	476552	SIPI-054	Complete Genome	haploid	1
GCF_018310535.1	Streptomyces mirabilis	68239	P16B-1	Complete Genome	haploid	2
GCF_036069355.1	Streptomyces mirabilis	68239	NBC_00381	Complete Genome	haploid	1
GCF_036073155.1	Streptomyces mirabilis	68239	NBC_00379	Complete Genome	haploid	1
GCF_036202585.1	Streptomyces mirabilis	68239	NBC_00200	Complete Genome	haploid	1
GCF_036248315.1	Streptomyces mirabilis	68239	NBC 01714	Complete Genome	haploid	1
GCF_020099395.1	Streptomyces mobaraensis	35621	DSM 40587	Complete Genome	haploid	2
GCF_022759525.1	Streptomyces mobaraensis	35621	DSM 40587	Complete Genome	haploid	2
GCF_017916255.1	Streptomyces mobaraensis NBRC 13819 = DSM 40847	1223523	DSM 40847	Complete Genome	haploid	1
GCF_016467295.1	Streptomyces murinus	33900	Am1	Complete Genome	haploid	1
GCF_025231465.1	Streptomyces murinus	33900	CR-43	Complete Genome	haploid	1
GCF_034424055.1	Streptomyces murinus	33900	STR-1	Complete Genome	haploid	1
GCF_035954955.1	Streptomyces murinus	33900	NBC_01332	Complete Genome	haploid	1
GCF_036346815.1	Streptomyces murinus	33900	NBC_00520	Complete Genome	haploid	1
GCF_037414505.1	Streptomyces netropsis	55404	M-141	Complete Genome	haploid	1
GCF_003074055.1	Streptomyces nigra	1827580	452	Complete Genome	haploid	1
GCF_037413555.1	Streptomyces nigra	1827580	LM01	Complete Genome	haploid	2
GCF_027626975.1	Streptomyces nigrescens	1920	DSM 40276	Complete Genome	haploid	2
GCF_024349765.1	Streptomyces nigrescens	1920	HEK616	Complete Genome	haploid	2
GCF_008704555.1	Streptomyces nitrosporeus	28894	ATCC 12769	Complete Genome	haploid	1
GCF_036227585.1	Streptomyces niveus	193462	NBC_01447	Complete Genome	haploid	2
GCF_002009175.1	Streptomyces niveus	193462	SCSIO 3406	Complete Genome	haploid	1
GCF_036229765.1	Streptomyces niveus	193462	NBC_01432	Complete Genome	haploid	1
GCF_017352335.1	Streptomyces nodosus	40318	ZJB2016050	Complete Genome	haploid	1
GCF_008704995.1	Streptomyces nodosus	40318	ATCC 14899	Complete Genome	haploid	1
GCF_017639205.1	Streptomyces nojiriensis	66374	JCM 3382	Complete Genome	haploid	1
GCF_036013835.1	Streptomyces nojiriensis	66374	NBC_00471	Complete Genome	haploid	2
GCF_016917755.1	Streptomyces noursei	1971	A-2-1	Complete Genome	haploid	1
GCF_000695235.1	Streptomyces noursei	1971	NK660	Complete Genome	haploid	2
GCF_000935185.3	Streptomyces noursei	1971	CK-15	Complete Genome	haploid	1
GCF_025163575.1	Streptomyces noursei	1971	IFO14147	Complete Genome	haploid	2
GCF_029167025.1	Streptomyces noursei	1971	C27	Complete Genome	haploid	1
GCF_015244315.1	Streptomyces olivaceus	47716	SCSIO T05	Complete Genome	haploid	1
GCF_030490905.1	Streptomyces olivoreticuli	68246	ZZ-21	Complete Genome	haploid	2
GCF_002005225.1	Streptomyces pactum	68249	ACT12	Complete Genome	haploid	1
GCF_003344965.1	Streptomyces paludis	2282738	GSSD-12	Complete Genome	haploid	1
GCF_001660045.1	Streptomyces parvulus	146923	2297	Complete Genome	haploid	2
GCF_032121415.1	Streptomyces parvus	66428	F-G-2	Complete Genome	haploid	2
GCF_040556325.1	Streptomyces parvus	66428	A612	Complete Genome	haploid	1
GCF_025854275.1	Streptomyces peucetius	1950	NA0869	Complete Genome	haploid	1
GCF_035917195.1	Streptomyces phaeochromogenes	1923	NBC_00186	Complete Genome	haploid	1
GCF_035918055.1	Streptomyces phaeochromogenes	1923	NBC 01752	Complete Genome	haploid	1
GCF_035957715.1	Streptomyces phaeochromogenes	1923	NBC_01328	Complete Genome	haploid	1
GCF_036133475.1	Streptomyces phaeochromogenes	1923	NBC_00333	Complete Genome	haploid	1
GCF_009184865.1	Streptomyces phaeolivaceus	2653200	GY16	Complete Genome	haploid	2
GCF_023923245.1	Streptomyces phaeoluteigriseus	114686	Qhu-M197	Complete Genome	haploid	3
GCF_008704855.1	Streptomyces platensis	58346	ATCC 23948	Complete Genome	haploid	1
GCF_035951655.1	Streptomyces platensis	58346	NBC_01337	Complete Genome	haploid	1
GCF_036079075.1	Streptomyces platensis	58346	NBC_00375	Complete Genome	haploid	1
GCF_036345215.1	Streptomyces platensis	58346	NBC_00573	Complete Genome	haploid	1
GCF_036347175.1	Streptomyces platensis	58346	NBC_00734	Complete Genome	haploid	2
GCF_000802245.2	Streptomyces pluripotens	1355015	MUSC 135	Complete Genome	haploid	1
GCF_000816465.3	Streptomyces pluripotens	1355015	MUSC 137	Complete Genome	haploid	1
GCF_008704445.1	Streptomyces prasinus	67345	ATCC 13879	Complete Genome	haploid	1
GCF_036541045.1	Streptomyces prasinus	67345	WY33	Complete Genome	haploid	1
GCF_016804005.1	Streptomyces pratensis	1169025	S10	Complete Genome	haploid	2
GCF_001278075.1	Streptomyces pristinaespiralis	38300	HCCB 10218	Complete Genome	haploid	1
GCF_014070435.1	Streptomyces pristinaespiralis	38300	PR11	Complete Genome	haploid	1
GCF_020740535.1	Streptomyces profundus	2867410	MA3_2.13	Complete Genome	haploid	1
GCF_036345035.1	Streptomyces pseudovenezuelae	67350	NBC_00598	Complete Genome	haploid	2
GCF_036226705.1	Streptomyces pseudovenezuelae	67350	NBC_00686	Complete Genome	haploid	1
GCF_036226845.1	Streptomyces pseudovenezuelae	67350	NBC_00666	Complete Genome	haploid	1
GCF_036226905.1	Streptomyces pseudovenezuelae	67350	NBC 00661	Complete Genome	haploid	1
GCF_036243435.1	Streptomyces pseudovenezuelae	67350	NBC_00713	Complete Genome	haploid	1
GCF_001611795.1	Streptomyces qaidamensis	1783515	S10	Complete Genome	haploid	1
GCF_007856155.1	Streptomyces qinzhouensis	2599401	SSL-25	Complete Genome	haploid	1
GCF_040114435.1	Streptomyces rapamycinicus	1226757	CQUSh011	Complete Genome	haploid	6
GCF_024298965.1	Streptomyces rapamycinicus NRRL 5491	1343740	NRRL 5491	Complete Genome	haploid	1
GCF_013394065.1	Streptomyces rectiverticillatus	173860	B15-08	Complete Genome	haploid	1
GCF_006229535.1	Streptomyces rimosus	1927	WT5260	Complete Genome	haploid	2
GCF_008704655.1	Streptomyces rimosus	1927	ATCC 10970	Complete Genome	haploid	1
GCF_038250085.1	Streptomyces rimosus	1927	missing	Complete Genome	haploid	2
GCF_038252105.1	Streptomyces rimosus	1927	missing	Complete Genome	haploid	2
GCF_017751265.1	Streptomyces rimosus subsp. rimosus	132474	SRI-4018v0	Complete Genome	haploid	2
GCF_022760195.1	Streptomyces rimosus subsp. rimosus	132474	R7	Complete Genome	haploid	2
GCF_024218735.1	Streptomyces rimosus subsp. rimosus	132474	HP126	Complete Genome	haploid	2
GCF_024223055.1	Streptomyces rimosus subsp. rimosus	132474	DV3	Complete Genome	haploid	2
GCF_000331185.2	Streptomyces rimosus subsp. rimosus ATCC 10970	1265868	ATCC 10970	Complete Genome	haploid	2
GCF_030863865.1	Streptomyces rochei	1928	JK1	Complete Genome	haploid	2
GCF_030908285.1	Streptomyces rochei	1928	S32	Complete Genome	haploid	3
GCF_034422375.1	Streptomyces rochei	1928	D21E05	Complete Genome	haploid	1
GCF_031344995.1	Streptomyces roseicoloratus	2508722	T14	Complete Genome	haploid	1
GCF_014489635.1	Streptomyces roseirectus	2768066	CRXT-G-22	Complete Genome	haploid	1
GCF_001750785.1	Streptomyces rubrolavendulae	285473	MJM4426	Complete Genome	haploid	1
GCF_014216335.1	Streptomyces rutgersensis	53451	NBH77	Complete Genome	haploid	2
GCF_001704195.1	Streptomyces sampsonii	42239	KJ40	Complete Genome	haploid	1
GCF_000091305.1	Streptomyces scabiei 87.22	680198	87.22	Complete Genome	haploid	1
GCF_035917595.1	Streptomyces scopuliridis	452529	NBC 01786	Complete Genome	haploid	3
GCF_035917755.1	Streptomyces scopuliridis	452529	NBC 01771	Complete Genome	haploid	3
GCF_035917775.1	Streptomyces scopuliridis	452529	NBC 01770	Complete Genome	haploid	2
GCF_004328625.1	Streptomyces seoulensis	73044	KCTC 9819	Complete Genome	haploid	2
GCF_022846655.1	Streptomyces seoulensis	73044	HEK131	Complete Genome	haploid	1
GCF_015689475.1	Streptomyces solisilvae	1929477	HNM0141	Complete Genome	haploid	1
GCF_003595545.1	Streptomyces sp. 11-1-2	1851167	11-1-2	Complete Genome	haploid	2
GCF_032598905.1	Streptomyces sp. 11x1	3038642	11x1	Complete Genome	haploid	2
GCF_020026305.1	Streptomyces sp. 135	2838850	135	Complete Genome	haploid	1
GCF_030167965.1	Streptomyces sp. 2P-4	2931974	2P-4	Complete Genome	haploid	2
GCF_002028385.1	Streptomyces sp. 3211	1964449	3211	Complete Genome	haploid	3
GCF_010523235.1	Streptomyces sp. 604F	1476754	604F	Complete Genome	haploid	2
GCF_029392895.1	Streptomyces sp. 71268	3002640	71268	Complete Genome	haploid	1
GCF_000816025.1	Streptomyces sp. 769	1262452	769	Complete Genome	haploid	2
GCF_022760275.1	Streptomyces sp. 891-h	2720714	891-h	Complete Genome	haploid	2
GCF_021496785.1	Streptomyces sp. A1-5	2738410	A1-5	Complete Genome	haploid	1
GCF_022695635.1	Streptomyces sp. A10(2020)	2782013	A10(2020)	Complete Genome	haploid	1
GCF_020034615.2	Streptomyces sp. A144	2871487	A144	Complete Genome	haploid	2
GCF_018128905.1	Streptomyces sp. A2-16	2781734	A2-16	Complete Genome	haploid	2
GCF_003721495.1	Streptomyces sp. ADI95-16	1522758	ADI95-16	Complete Genome	haploid	5
GCF_001598115.1	Streptomyces sp. AgN23	1188315		Complete Genome	haploid	1
GCF_030719255.1	Streptomyces sp. Alt1	3033810	Alt1	Complete Genome	haploid	2
GCF_030719235.1	Streptomyces sp. Alt2	3033809	Alt2	Complete Genome	haploid	2
GCF_030719215.1	Streptomyces sp. Alt3	3033808	Alt3	Complete Genome	haploid	5
GCF_029167645.1	Streptomyces sp. AM 2-1-1	3028709	AM 2-1-1	Complete Genome	haploid	2
GCF_029167585.1	Streptomyces sp. AM 3-1-1	3028711	AM 3-1-1	Complete Genome	haploid	1
GCF_029167625.1	Streptomyces sp. AM 4-1-1	3028710	AM 4-1-1	Complete Genome	haploid	2
GCF_032229305.1	Streptomyces sp. AM2-3-1	3075824	AM2-3-1	Complete Genome	haploid	1
GCF_032229325.1	Streptomyces sp. AM8-1-1	3075825	AM8-1-1	Complete Genome	haploid	1
GCF_021665875.1	Streptomyces sp. AMCC400023	2056258	AMCC400023	Complete Genome	haploid	3
GCF_029866785.1	Streptomyces sp. B146	2944251	B146	Complete Genome	haploid	1
GCF_036873195.1	Streptomyces sp. B21-104	3039421	B21-104	Complete Genome	haploid	1
GCF_031597775.1	Streptomyces sp. BB1-1-1	3074430	BB1-1-1	Complete Genome	haploid	3
GCF_019774615.1	Streptomyces sp. BHT-5-2	2866715	BHT-5-2	Complete Genome	haploid	2
GCF_025957665.1	Streptomyces sp. BI87	2987521	BI87	Complete Genome	haploid	1
GCF_022869105.1	Streptomyces sp. BJ20	2930049	BJ20	Complete Genome	haploid	1
GCF_030028615.1	Streptomyces sp. BPPL-273	2987533	BPPL-273	Complete Genome	haploid	1
GCF_030028635.1	Streptomyces sp. BPTC-684	3043734	BPTC-684	Complete Genome	haploid	1
GCF_021383925.1	Streptomyces sp. BSE6.1	2605730	BSE6.1	Complete Genome	haploid	1
GCF_024612015.1	Streptomyces sp. CA-210063	2801029	CA-210063	Complete Genome	haploid	1
GCF_017358145.1	Streptomyces sp. CA-256286	2801033	CA-256286	Complete Genome	haploid	2
GCF_028747205.1	Streptomyces sp. CA-278952	2980556	CA-278952	Complete Genome	haploid	1
GCF_023702655.1	Streptomyces sp. Caat 7-52	2949637	Caat 7-52	Complete Genome	haploid	2
GCF_014495705.1	Streptomyces sp. CB00271	2750025	CB00271	Complete Genome	haploid	1
GCF_013401535.1	Streptomyces sp. CB04723	2748873	CB04723	Complete Genome	haploid	1
GCF_003369795.1	Streptomyces sp. CB09001	2083284	CB09001	Complete Genome	haploid	1
GCF_022827705.1	Streptomyces sp. CB09030	2913412	CB09030	Complete Genome	haploid	1
GCF_003443735.1	Streptomyces sp. CC0208	2306165	CC0208	Complete Genome	haploid	1
GCF_000772045.1	Streptomyces sp. CCM_MD2014	1561022	CCM_MD2014	Complete Genome	haploid	1
GCF_001484565.1	Streptomyces sp. CdTB01	1725411	CdTB01	Complete Genome	haploid	2
GCF_001278095.1	Streptomyces sp. CFMR 7	1649184	CFMR-7	Complete Genome	haploid	2
GCF_031767055.1	Streptomyces sp. CGMCC 4.1456	3074897	CGMCC 4.1456	Complete Genome	haploid	1
GCF_035658475.1	Streptomyces sp. CGMCC 4.1772	3111774	CGMCC 4.1772	Complete Genome	haploid	1
GCF_031583065.1	Streptomyces sp. CGMCC 4.7035	3061628	CGMCC 4.7035	Complete Genome	haploid	1
GCF_034054735.1	Streptomyces sp. CL7	3096006	CL7	Complete Genome	haploid	2
GCF_002288075.1	Streptomyces sp. CLI2509	1984801	CLI2905	Complete Genome	haploid	2
GCF_002847285.1	Streptomyces sp. CMB-StM0423	2059884	CMB-StM0423	Complete Genome	haploid	1
GCF_001011035.1	Streptomyces sp. CNQ-509	444103	CNQ-509	Complete Genome	haploid	1
GCF_024442335.1	Streptomyces sp. CRCS-T-1	2964607	CRCS-T-1	Complete Genome	haploid	2
GCF_037055355.1	Streptomyces sp. DG1A-41	3125779	DG1A-41	Complete Genome	haploid	1
GCF_024612035.1	Streptomyces sp. DSM 40750	2801030	DSM 40750	Complete Genome	haploid	1
GCF_011820545.1	Streptomyces sp. DSM 40868	2721173	DSM 40868	Complete Genome	haploid	1
GCF_039636755.1	Streptomyces sp. DSS69	3113369		Complete Genome	haploid	1
GCF_019703895.1	Streptomyces sp. EAS-AB2608	2779671	NBRC 114648	Complete Genome	haploid	1
GCF_026651955.1	Streptomyces sp. EMB24	2835531	EMB24	Complete Genome	haploid	1
GCF_004104485.1	Streptomyces sp. endophyte_N2	2153485	endophyte_N2	Complete Genome	haploid	1
GCF_037940185.1	Streptomyces sp. F41	1795888	F41	Complete Genome	haploid	2
GCF_037940415.1	Streptomyces sp. f51	1827742	F51	Complete Genome	haploid	2
GCF_002007685.1	Streptomyces sp. fd1-xmd	1812480	fd1-xmd	Complete Genome	haploid	1
GCF_001431765.1	Streptomyces sp. FR-008	206662	FR-008	Complete Genome	haploid	3
GCF_001636945.3	Streptomyces sp. FXJ1.172	710705	FXJ1.172	Complete Genome	haploid	3
GCF_030863945.1	Streptomyces sp. FXY-T5	3064901	FXY-T5	Complete Genome	haploid	1
GCF_025402955.1	Streptomyces sp. FZ201	3057122	FZ201	Complete Genome	haploid	1
GCF_024499195.1	Streptomyces sp. G11C(2021)	2841662	G11C(2021)	Complete Genome	haploid	1
GCF_028870195.1	Streptomyces sp. G7(2002)	2971798	G7(2002)	Complete Genome	haploid	1
GCF_000495635.2	Streptomyces sp. GBA 94-10 4N24	1218177	GBA 94-10	Complete Genome	haploid	2
GCF_009834105.1	Streptomyces sp. GF20	2692235	GF20	Complete Genome	haploid	1
GCF_019056675.1	Streptomyces sp. GMY02	1333528	GMY02	Complete Genome	haploid	1
GCF_003330845.1	Streptomyces sp. Go-475	2072505	Go-475	Complete Genome	haploid	1
GCF_021029465.1	Streptomyces sp. Go40/10	2825844	Go 40/10	Complete Genome	haploid	1
GCF_021545335.1	Streptomyces sp. GQFP	2907545	GQFP	Complete Genome	haploid	1
GCF_009834125.1	Streptomyces sp. GS7	2692234	GS7	Complete Genome	haploid	1
GCF_009834145.1	Streptomyces sp. HF10	2692233	HF10	Complete Genome	haploid	2
GCF_009857135.1	Streptomyces sp. HM190	2695266	HM190	Complete Genome	haploid	1
GCF_023277965.1	Streptomyces sp. HNA39	2850561	HNA39	Complete Genome	haploid	1
GCF_021233395.1	Streptomyces sp. HNM0561	2903099	HNM0561	Complete Genome	haploid	2
GCF_022807935.1	Streptomyces sp. HP-A2021	2927875	HP-A2021	Complete Genome	haploid	1
GCF_016598575.1	Streptomyces sp. HSG2	2797167	HSG2	Complete Genome	haploid	1
GCF_025642175.1	Streptomyces sp. HUAS 14-6	2981135	HUAS 14-6	Complete Genome	haploid	3
GCF_025642155.1	Streptomyces sp. HUAS 15-9	2981136	HUAS 15-9	Complete Genome	haploid	3
GCF_028198125.1	Streptomyces sp. HUAS 31	3020055	HUAS 31	Complete Genome	haploid	2
GCF_030406905.1	Streptomyces sp. HUAS CB01	3053466	HUAS CB01	Complete Genome	haploid	6
GCF_030552875.1	Streptomyces sp. HUAS CX7	3062782	HUAS CX7	Complete Genome	haploid	2
GCF_040529335.1	Streptomyces sp. HUAS MG91	3156398	HUAS MG91	Complete Genome	haploid	2
GCF_033343995.1	Streptomyces sp. HUAS YS2	3081768	HUAS YS2	Complete Genome	haploid	1
GCF_014217585.1	Streptomyces sp. INR7	2607753	INR7	Complete Genome	haploid	1
GCF_031844705.1	Streptomyces sp. ITFR-16	3075198	ITFR-16	Complete Genome	haploid	3
GCF_031844685.1	Streptomyces sp. ITFR-21	3075199	ITFR-21	Complete Genome	haploid	4
GCF_031844725.1	Streptomyces sp. ITFR-6	3075197	ITFR-6	Complete Genome	haploid	4
GCF_028464045.1	Streptomyces sp. JCM 35825	2930259	JCM 35825	Complete Genome	haploid	1
GCF_026810505.1	Streptomyces sp. Je 1-369	2966192	Je 1-369	Complete Genome	haploid	1
GCF_025665295.1	Streptomyces sp. Je 1-4	2981351	Je 1-4	Complete Genome	haploid	1
GCF_026239515.1	Streptomyces sp. Je 1-4 4N24	2992801	Je 1-4 4N24	Complete Genome	haploid	1
GCF_026239535.1	Streptomyces sp. Je 1-4 4N24_ara	2993654	Je 1-4 4N24_ara	Complete Genome	haploid	1
GCF_040571425.1	Streptomyces sp. JL1001	3078227	JL1001	Complete Genome	haploid	1
GCF_030506235.1	Streptomyces sp. JUS-F4	2951988	JUS-F4	Complete Genome	haploid	1
GCF_024701375.2	Streptomyces sp. KMM 9044	2744474	KMM 9044	Complete Genome	haploid	3
GCF_034057835.1	Streptomyces sp. KN37	3090667	KN37	Complete Genome	haploid	3
GCF_003950055.1	Streptomyces sp. KPB2	2305221	KPB2	Complete Genome	haploid	1
GCF_904440635.1	Streptomyces sp. KY70	2772432		Complete Genome	haploid	1
GCF_904440645.1	Streptomyces sp. KY75	2772433		Complete Genome	haploid	1
GCF_017933255.1	Streptomyces sp. LBUM 1475	2609807	LBUM 1475	Complete Genome	haploid	1
GCF_017933235.1	Streptomyces sp. LBUM 1480	2609808	LBUM 1480	Complete Genome	haploid	1
GCF_017933115.1	Streptomyces sp. LBUM 1482	2609809	LBUM 1482	Complete Genome	haploid	1
GCF_032105745.1	Streptomyces sp. Li-HN-5-11	3075432	Li-HN-5-11	Complete Genome	haploid	1
GCF_023273835.1	Streptomyces sp. LRE541	2931983	LRE541	Complete Genome	haploid	2
GCF_029541745.1	Streptomyces sp. LX-29	2900152	LX-29	Complete Genome	haploid	1
GCF_004104505.1	Streptomyces sp. M2	646637	M2	Complete Genome	haploid	1
GCF_017311125.1	Streptomyces sp. M54	2759525	M54	Complete Genome	haploid	2
GCF_002812405.1	Streptomyces sp. M56	1495638	M56	Complete Genome	haploid	1
GCF_028473745.1	Streptomyces sp. M92	2944250	M92	Complete Genome	haploid	2
GCF_011751035.2	Streptomyces sp. MBT27	1488356	MBT27	Complete Genome	haploid	2
GCF_000412265.2	Streptomyces sp. Mg1	465541	Mg1	Complete Genome	haploid	4
